NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
Kepler-112 b,,0.080928,8.408878,,90,2454967.0062,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1326 b,,0.269138,42.3514267,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-748 b,,0.076064,7.40742793,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-155 c,,0.27496,52.661793,,90,2455016.51681,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-271 c,,0.0743912,7.410935,,90,2454968.74764,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-961 b,,0.127028,16.87727414,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-241 c,,0.213635,36.065978,,90,2455031.58185,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-492 b,,0.0989169,11.72012266,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-77 A b,1.75912,0.0240531,1.3600309,0,90,2455870.44977,321.9,Maxted 2013,http://adsabs.harvard.edu/abs/2013PASP..125...48M,Maxted 2013,http://adsabs.harvard.edu/abs/2013PASP..125...48M
Kepler-164 c,,0.0964797,10.945723,,90,2455009.72046,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-371 b,,0.208459,34.763278,,90,2454994.73489,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-548 b,,0.0517147,4.45419434,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
55 Cnc e,0.0261924,0.0154393,0.736546,0,90,2455568.011,6.3,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,McArthur 2004,http://adsabs.harvard.edu/abs/2004ApJ...614L..81M
HIP 57274 d,0.528573,1.00678,431.7,0.27,187.2,2455108.116,18.2,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F
Kepler-1254 d,,0.0576676,5.72717226,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 221287 b,3.11535,1.25015,456.10001,0.08,98,2453263,71,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N
KOI-13 b,,0.0342279,1.76358799,0,,2455138.7439,,Shporer 2011,http://adsabs.harvard.edu/abs/2011AJ....142..195S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-1017 b,,0.0714529,7.23400469,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1100 b,,0.0720524,6.42200058,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1050 b,,0.124555,15.3787546,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1460 b,,0.167635,29.9633247,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1310 b,,0.0146558,0.67933627,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 192699 b,2.29191,1.12292,345.53,0.129,41.3,2454036.6,49.3,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J
Kepler-178 d,,0.412251,96.678988,,90,2454973.17842,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1371 c,,0.0297109,2.00541269,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1090 b,,0.633688,198.680179,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-312 b,,0.0286627,1.772419,,90,2454965.08778,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-164 b,,0.0574921,5.03503,,90,2454965.65465,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1557 b,,0.0488263,3.74032496,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-341 b,,0.0587074,5.195528,,90,2454965.7352,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-311 c,,0.142937,19.738286,,90,2454966.28529,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1509 b,,0.169257,25.4338197,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 181342 b,3.14944,1.777,663,0.177,281,2454881,52.3,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J
WASP-8 b,2.13728,0.080153,8.158715,0.31,274.27,2454675.429,222.23,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q
HD 131496 b,2.24115,2.1121,883,0.163,22,2456040,35,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J
Kepler-154 c,,0.307572,62.303276,,90,2455012.09423,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-334 c,,0.106855,12.758005,,90,2454966.9579,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-911 b,,0.160616,20.310501,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-372 c,,0.144457,20.053763,,90,2454969.58035,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-127 b,,0.11603,14.435889,,90,2454974.5114,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 44219 b,0.589265,1.18713,472.3,0.61,147.4,2454585.6,19.4,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N
75 Cet b,2.7597,1.97678,691.9,0.117,165,2452213,38.3,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S
Kepler-27 b,,0.10464,15.3348,0,90,2454991.6726,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-210 b,,0.0355986,2.453234,,90,2455003.89153,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-40 b,2.17681,0.0806644,6.87349,0,90,2455005.5198,179,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S
Kepler-171 c,,0.0994986,11.463462,,90,2454970.38428,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-298 c,,0.157953,22.92881,,90,2455156.03372,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-331 c,,0.130814,17.28111,,90,2454969.00798,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1538 b,,0.618691,175.138819,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-576 b,,0.18795,29.91136794,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-479 b,,0.100206,12.49341307,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-915 b,,0.0576393,4.59489604,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 220074 b,11.1883,1.60044,672.1,0.14,323,2451158.2,230.8,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L
Kepler-133 b,,0.0791285,8.129976,,90,2454958.97047,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1185 b,,0.427921,104.3518976,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-788 b,,0.0849622,8.39846269,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-89 b,5.82159,0.0427555,3.3564227,0.193,28,,848,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H
HAT-P-39 b,0.598375,0.0509456,3.54387,0,90,2455208.75049,63.6,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H
WASP-26 b,1.00876,0.0399686,2.7566,0,90,2455123.6379,135.5,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S
Kepler-751 b,,0.125668,17.44490636,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-71 b,2.24554,0.0463361,2.9036747,0,90,2455738.84977,236.4,Smith 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A.120S,Smith 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A.120S
HIP 2247 b,5.12319,1.33884,655.6,0.54,112.2,2454627.1,173.3,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M
GJ 876 d,0.0184193,0.0208066,1.93778,0.207,234,2450600.2,6.56,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Rivera 2005,http://adsabs.harvard.edu/abs/2005ApJ...634..625R
Kepler-312 c,,0.142982,19.747412,,90,2454980.1036,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-TR-56 b,1.35447,0.0238308,1.211909,0,90,2452072.683,225,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2003,http://adsabs.harvard.edu/abs/2003Natur.421..507K
Kepler-697 b,,0.0456151,3.70987065,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-826 b,,0.0541184,4.48758907,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-235 c,,0.0771364,7.824904,,90,2454969.55567,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1591 b,,0.0820512,8.18504949,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-146 c,,0.353393,76.732171,,90,2455033.67082,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1633 b,,0.678637,186.404271,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-903 b,,0.0923273,10.3507721,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-372 d,,0.189342,30.092568,,90,2454982.03083,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-156 b,,0.0570224,4.973456,,90,2455003.88529,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 38529 b,0.803263,0.1272,14.310195,0.243663,95.3538,2454384.815,57.0213,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F
Kepler-393 c,,0.11698,14.613612,,90,2454973.4124,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-136 c,,0.126325,16.399235,,90,2454964.96851,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1353 b,,0.151698,24.7543966,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-436 b,,0.281824,64.00205,0,90,2454967.0428,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-1595 b,,0.0508063,4.56380468,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1593 b,,0.569703,174.509835,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-82 b,1.24683,0.0448251,2.705785,0,90,2456157.9898,130.7,Smith 2015,http://adsabs.harvard.edu/abs/2015AcA....65..117S,West 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.5607W
Kepler-1219 b,,0.134445,16.10467749,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-737 b,,0.146229,28.59915399,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-948 b,,0.0757275,7.76846622,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1021 b,,0.106598,13.47469571,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-866 b,,0.0337676,2.61703254,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
BD +20 2457 c,6.90191,1.45701,621.99,0.18,126.02,2453866.95,160.03,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N
Kepler-497 b,,0.0470747,3.57320367,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1344 b,,0.0570591,4.7683049,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1388 d,,0.127527,20.9568158,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-144 b,,0.0637947,5.885273,,90,2455007.42565,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 22781 b,13.8403,1.16847,528.07,0.8191,315.92,2454881.4,726.4,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,Diaz 2011,http://adsabs.harvard.edu/abs/2011EPJWC..1102006D
Kepler-1253 b,,0.325551,68.8861915,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-208 d,,0.09757,11.131786,,90,2454956.29541,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-286 e,,0.185669,29.221289,,90,2454972.33017,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-351 b,,0.217522,37.054919,,90,2455033.20033,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 120084 b,4.4772,4.26892,2082,0.66,117,2450774,53,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S
HD 95127 b,5.0362,1.2802,482,0.11,40,2453200,116,Niedzielski 2015,http://adsabs.harvard.edu/abs/2015ApJ...803....1N,Niedzielski 2015,http://adsabs.harvard.edu/abs/2015ApJ...803....1N
MOA-2009-BLG-266L b,,,,,,,,Muraki 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...22M,Donnison 2010,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2966.2010...x/pdf
Kepler-755 c,,0.036849,2.85313364,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1578 b,,0.0242164,1.45088691,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-89 d,0.302867,0.173437,23.342989,0.022,,,18.3,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W
Kepler-387 b,,0.0701869,6.791636,,90,2454969.4873,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 20868 b,2.00901,0.947319,380.85,0.75,356.2,2454451.52,100.34,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M
Kepler-854 b,,0.0342955,2.14463285,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HAT-P-9 b,0.775153,0.0528645,3.92289,0,90,2454417.9077,84.7,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S
Kepler-410 A b,,0.142508,17.833648,0.17,,,,Van Eylen 2014,http://adsabs.harvard.edu/abs/2014ApJ...782...14V,Van Eylen 2014,http://adsabs.harvard.edu/abs/2014ApJ...782...14V
Kepler-33 e,,0.213825,31.7844,0,90,2454968.8,,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-1527 b,,0.614964,160.129918,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1093 b,,0.174668,25.0824626,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1024 b,,0.299193,66.4162133,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1271 b,,0.0426422,3.0255955,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-216 c,,0.131447,17.406669,,90,2455004.00607,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-365 c,,0.13334,17.784129,,90,2454979.90524,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1488 b,,0.231951,39.8189932,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-19 b,,0.0845828,9.2869944,0,90,2454959.70597,,Ballard 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..200B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-130 b,,0.0812393,8.457458,,90,2454972.06666,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-160 c,,0.112047,13.699087,,90,2455004.48747,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-598 b,,0.0447079,3.70175428,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-207 c,,0.0413536,3.071571,,90,2454966.30425,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-284 b,,0.106526,12.699149,,90,2455017.98515,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-326 b,,0.0335877,2.248329,,90,2454966.42421,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1391 b,,0.283792,54.4092333,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1516 b,,0.0743387,7.25931979,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-969 b,,0.200444,34.1731714,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 107148 b,0.212171,0.270013,48.056,0.05,75,2439969,10.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B
HD 1666 b,6.47072,0.937147,270,0.63,293.9,2453526.3,199.4,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H
Kepler-200 c,,0.0921796,10.222157,,90,2454968.89056,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-95 b,,0.102439,11.5231,0,,,3.36,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
